# u,v
4.142908995838158859e+00 5.523455038515333593e-01
4.142908995838158859e+00 5.615382672473578918e-01
4.142908995838158859e+00 5.749999999999999556e-01
4.142908995838158859e+00 5.884617327526420194e-01
4.142908995838158859e+00 5.976544961484665519e-01
4.593312146007720642e+00 5.523455038515333593e-01
4.593312146007720642e+00 5.615382672473578918e-01
4.593312146007720642e+00 5.749999999999999556e-01
4.593312146007720642e+00 5.884617327526420194e-01
4.593312146007720642e+00 5.976544961484665519e-01
4.999999999999999112e+00 5.523455038515333593e-01
4.999999999999999112e+00 5.615382672473578918e-01
4.999999999999999112e+00 5.749999999999999556e-01
4.999999999999999112e+00 5.884617327526420194e-01
4.999999999999999112e+00 5.976544961484665519e-01
5.406687853992279358e+00 5.523455038515333593e-01
5.406687853992279358e+00 5.615382672473578918e-01
5.406687853992279358e+00 5.749999999999999556e-01
5.406687853992279358e+00 5.884617327526420194e-01
5.406687853992279358e+00 5.976544961484665519e-01
5.857091004161841141e+00 5.523455038515333593e-01
5.857091004161841141e+00 5.615382672473578918e-01
5.857091004161841141e+00 5.749999999999999556e-01
5.857091004161841141e+00 5.884617327526420194e-01
5.857091004161841141e+00 5.976544961484665519e-01
